,lista
883,@braver ahhh ya me había emocionado con eso de tres pesos
884,"@lesliepenha estás loca, tú debes estar pendiente por si me dejan a última hora"
885,Así ando amigas Ni una noche y extraño a mi familia Me siento sola Mi amiga con su novio Necesito abrazos
886,Ush solo viene a emocionarnos @villalobossebas
887,Tengo que empezar con buena actitud el dia de mañana para hacer válidos mis propósitos de año nuevo
888,Ya mejor me.resigno Nadie nunca jamás me va a querer.
889,"Probablemente un compañero renuncie en los próximos días, la perrada se desintegra"
890,"@PauAj97 Todo cool, a lo mejor estudio en UV, a ver si mañana pasó"
891,Mi horario esta de la fregada voy a vivir en la facu
892,@sofffiaaa tu que eres chihuahua lo mereces más Haha
893,La verdad extraño mucho mi vida universitaria
894,Las vacaciones me mal acostumbraron
895,"@benshorts a juzgar por mis comportamientos autodestructivos en las relaciones, aún quiero serlo"
896,No se si dejar mi horario intacto u ocupar esos 4 créditos que me faltaron
897,Sólo un red hot del musashi arreglaría mi dolor del pie
898,"@bravephtp El cadáver de la novia, y si es nueva... Pasajeros"
899,@Aliciamares98 Lo mismo me pregunto ya tiene que empezarrrr
900,"@shakira no te puedo llevar en mi bicicleta. Me caí y está descompuesta. Happy to walk with you, tho."
901,"De todas sus mentiras ""No creo que @EPN llegue a la presidencia"" era mi favorita, la mas vil y cruel"
902,que triste que mañana empiezo el gym de nuevo
903,son los huevos más pobres que me he comido
904,@JoseeEscobar Pero ya quedaban poquitas de todos modos fijado.
905,"Si sabían que Broca y Wernicke son mejores amigos, cuando Wernicke se confunde, Broca se traba,"
906,Quiero a mi novia aquí conmigo
907,Antes de un me gustas viene una tierna mirada con una sonrisa
908,"@KatiaCastorena Que tengas Excelente cobertura y excelente viaje, saludos también al Chicharito"
909,Lo único malo del frío es que los Winis están duros
910,Mi vecino poniendo musica triste y eso hace que extrañe muchaa cosas
911,"Es que estos dolores, son bárbaros..."
912,"@pakechii nop era como payaso de rodeo? Esa si me la sé, bueno no"
913,"@SirRhosisRGL eso sí, hay raza que de verdad está súper jodida"
914,Una rosa más y estoy a dos de volverme loco
915,"@jis_cuva uy si sobretodo nos dieron puras en la sierra están horribles, si al Chávez"
916,"Fue una muy pero muy agradable platica, espero repetirlo"
917,Hace rato debí de haberme levantado para ir al gym
918,No pude resolver el rompecabezas en Los rios de Alicia y ahora muero de tristeza
919,"Uno no decide de quién se enamora, solo pasa chingaos"
920,@RoberHerreraA @ABCDesignated ay amiguito yo esperaba cada domingo para capítulo nuevo
921,@KozkaTripp Cuando vengas a vernos lo compruebas
922,"@IvancitoMavelk no estaba de caliente, iba a componer algo con alguien"
923,Mi novio me vigila en Twitter y ahora todo lo que diga puede ser (y será) usado en mi contra ¡Ayuda!
924,@Osscar_II Jajajaja!! Esque me gustó poquito bb!
925,"@caballeroyfeo Abrimos el programa con esa, peeero ahorita ponemos un cover"
926,"Bruno amaneció mal, muy mal, ya estamos evaluando aplicarle eutanasia."
927,Recibir una sorpresa inesperada y pasar una noche increible no tiene precio
928,"Pues así, viendo a Luis Videgaray.... No estoy tan pelón"
929,@Lian_U send nudes y nubes *le pasa su alias de telegram*
930,"@vicmanini Así es Vic, me gustó mucho Bonito Martes"
931,"@Abby_Maff pues si amiga, es muy feo"
932,@daphnella @goliveros @Tirodopolus las mejores tazitas en la vida yo tengo unos caballitos de tlaque
933,Mi mejor amigo se fue a Los Ángeles.
934,@MrBeat @SuaraMusic @Brunch_BCN Ni que lo digas. Fue muy triste no poder estar pero mis compañeros lo hicieron de maravilla
935,@AbieeFlores comprame unos Voy a morir congelada
936,Lo bueno que nadamas es esta semana
937,No quiero ir a la escuelaaaaaa
938,@alevr9 lo importante es que tenemos salud
939,"@HugoLpzC jajaja tonto! Ya se, ya la próxima semana el viernes, lo más seguro!"
940,Que difícil es tomar una decisión cuando no es para ti
941,"#JamasMePreguntes porq soy linda contigo, Si pregunto como estas es educación, no porq realmente me interese"
942,@lcjury no me digas que está perdido lo que te regalé
943,@DanielaLeija ya me dijo mi esposo es una mercería en el 13 y 14 Hidalgo ves hay cosas bien bonitas para pintar
944,Cuando me pongo a dieta mas se me antojan las cosas delis ni modo a seguir comiendo melón
945,Tengo las manos tan congeladas que no quiero trapear
946,No soy una eerta en la cocina pero lo poco que sé siempre me ah funcionado.
947,@CARLOSEES Yo le dije que quería un beso suyo y me rechazó. No te sientas tan triste jajaja
948,"@_cmere sí… son colectivos. Tipo combi, pero menos pobre"
949,@Rocktor101 consulta virtual o algo en fin Dr. como siempre un gusto saludarle y ya esperándole ... en serio
950,"@leomall2018 Según yo era como aviso, pero ahora sí ya es oficial"
951,Cada que tengo tiempo libre me pongo a ver vídeos de animales. Los quiero todos ayura.
952,"De nuevo en la escuela, porque agarre inter #matavacaciones"
953,@gustragosmaxima deberías poner la de prendido fuego de @ntvgoficial para participar
954,@clauu_ruiz14 jajajaja te contestaste tú sola hahaha pero sí tienes razón
955,@nicocmadrid ¡Estamos de acuerdo contigo Nico!
956,"Neta es súper estresante no traer datos, no puedo ver el vídeo y no puedo tuitearte locamente @ElJuanpaZurita #LocurasEnColombiaJZ"
957,"@angies_ay ¡Mucha suerte, bonita! Ojalá logres conseguirlos. Saludos a tu bebé"
958,No mames este pinche dolor que pedo? ya mejor llévame Diosito.
959,Todos son de 2do cuatri jajaja
960,Vengan a alimentarme una semana... Seré un inútil abandonado
961,Extraño los videos de los GMR
962,Esos pequeños momentos de felicidad que apenas duran segundos
963,Que triste levantarme pensando en tacos y no tenerlos
964,Lo que me faltaba... mi sandia está mala
965,@jarhatpacheco Gracias e igual hermoso día
966,#BuenosDias mundo Twittero ya desperté y estoy listo para vivir un dia mas #ExcelenteMartes
967,Esto de mudarme me agota y me da hueva recoger
968,"Un señor toca bien bonito, pero apenas traigo para mi pasaje"
969,#luckyLadies no será lo mismo sin shiky que mala onda @nodigamosmas
970,Buen dia @EdWestwick que sea un día maravilloso para ti
971,Empezando el día con una de mis canciones favoritas
972,Hoy ando muy de buenas
973,@Abby_Maff Jajajajajaja no es cierto no se que seria de mi vida sin esas cosas (mensajes)
974,@Natsflorees le di sus respectivos buenos días desde las 7am y ya estaba así jajaj no soy yo jajajaj
975,@DianaLeealM es de Dianas jaja gracias bella
976,Estoy muy celoso. Pinche Carlos.
977,Ya me estoy saboreando la hamburguesa que me pienso comer el jueves JAJAJAJA ya se k gorda Bye
978,Pagaré una maleta extra para todos nuestros nuevos momentos juntos
979,Lo único que hay para comer es un tomate
980,@GabrielaFlorsc_ una maldita tos que no me deja ni dormir
981,@QueenChingona @HelemVM lo iba a pedir y solo tienen tallas chica
982,La de las indirectas soy yo. Perdón.
983,o sea ... me urge un Dr. @Rocktor101 (escuchó un programa de males digestivos y así)
984,"Si quieren que aprenda algo de eso dejen esa materia sola un semestre completo, si no como"
985,Últimos momentos en medicina familiar y de guardia C
986,"@natyamezcua hay pues hay que ver que hacemos para vernos, te extraño, no quiero que te alejes"
987,Me acabo de tragar un pastel en mood celina
988,"Pobresita jajajaja, no no tendras su amistad de nuevo"
