,lista
942,"@DraMonicaAF Pero, baby. Todos merecemos una oportunimándaloalamierda."
943,"Decepcionado , este dolor ya lo tengo acostumbrado"
944,"Como te elicas algo que no viste venir, ¿Cómo?"
945,Me sancocho csm si las van tendrían ventana todo seria mejor
946,"Voy a cambiar mi vida, dejaré de salir por un buen tiempo"
947,"Ahora sí conejito, llámala y mándala a la mierda de mi parte"
948,Sacaron Gilda de cartelera Odio la cartelera peruana.
949,@Joustinrs asi es la vida del adulto hermanito buenas vibras
950,"Mal momento para tomar café caliente, no dejo de sudar, coño"
951,@ilazo @lorenadcw no tengo catálogo de modelos de polvos azules amiga
952,Los veo muy felices???? Ya sepesaron? #LaVidaEsCruel
953,"Que histérico es la bestia, pobre bella"
954,Y si vieras todas las heridas internas quizás entonces me entiendas
955,"@AggroQueenFay Solo fui a una de sus presentaciones 30 minutos, comprendeme"
956,@FotoCalato @cinencuentro gracias por apoyar al cine hecho en las regiones
957,no puedo dejar de escuchar wham! alguien ayúdeme
958,"@Madame36 Martita mi pueblo es impredecible, coma sopa seca con carapulcra"
959,Es criminal que me hagan caminar tanto hoy
960,@discolocontilde tanto así? en claro no hay cobertura por mi casa
961,"Terminarán odiándome, como casi todos los padres que me conocen"
962,Necesito urgente entrar a la gimnasia y al gimnasioo
963,Lo que me recuerda que @edvergaray me criticará de seguro
964,"Hasta lo peor de mi, quiere lo mejor para ti"
965,"Al final, siempre me quedo sola en casa"
